[GEO] Natural Earth 10m Coastline
N018.13.25.512 W065.36.07.604 N018.13.51.185 W065.35.30.350 COLOR_Coastline
N018.13.51.185 W065.35.30.350 N018.14.46.824 W065.36.13.584 COLOR_Coastline
N018.14.46.824 W065.36.13.584 N018.15.12.996 W065.36.23.713 COLOR_Coastline
N018.15.12.996 W065.36.23.713 N018.15.46.298 W065.36.13.327 COLOR_Coastline
N018.15.46.298 W065.36.13.327 N018.15.22.838 W065.37.03.328 COLOR_Coastline
N018.15.22.838 W065.37.03.328 N018.15.35.399 W065.37.32.891 COLOR_Coastline
N018.15.35.399 W065.37.32.891 N018.16.00.887 W065.37.58.526 COLOR_Coastline
N018.16.00.887 W065.37.58.526 N018.16.45.126 W065.37.43.731 COLOR_Coastline
N018.00.44.481 W076.15.49.474 N018.04.45.008 W076.17.44.903 COLOR_Coastline
N018.04.45.008 W076.17.44.903 N018.06.33.407 W076.19.04.298 COLOR_Coastline
N018.06.33.407 W076.19.04.298 N018.08.06.717 W076.20.46.544 COLOR_Coastline
N018.08.06.717 W076.20.46.544 N018.09.21.571 W076.21.04.122 COLOR_Coastline
N018.09.21.571 W076.21.04.122 N018.10.09.032 W076.23.21.817 COLOR_Coastline
N018.10.09.032 W076.23.21.817 N018.10.56.493 W076.27.46.807 COLOR_Coastline
N018.10.56.493 W076.27.46.807 N018.11.12.313 W076.27.59.845 COLOR_Coastline
N018.11.12.313 W076.27.59.845 N018.12.03.876 W076.28.28.116 COLOR_Coastline
N018.12.03.876 W076.28.28.116 N018.12.14.715 W076.28.47.013 COLOR_Coastline
N018.12.14.715 W076.28.47.013 N018.12.14.715 W076.33.17.276 COLOR_Coastline
N018.12.14.715 W076.33.17.276 N018.12.21.454 W076.33.47.013 COLOR_Coastline
N018.12.21.454 W076.33.47.013 N018.12.36.395 W076.34.09.132 COLOR_Coastline
N018.12.36.395 W076.34.09.132 N018.12.52.801 W076.34.27.149 COLOR_Coastline
N018.12.52.801 W076.34.27.149 N018.12.57.706 W076.34.47.172 COLOR_Coastline
N018.12.57.706 W076.34.47.172 N018.13.39.892 W076.35.49.769 COLOR_Coastline
N018.13.39.892 W076.35.49.769 N018.13.32.645 W076.37.49.298 COLOR_Coastline
N018.13.32.645 W076.37.49.298 N018.13.50.809 W076.38.50.382 COLOR_Coastline
N018.13.50.809 W076.38.50.382 N018.14.23.329 W076.39.43.116 COLOR_Coastline
N018.14.23.329 W076.39.43.116 N018.15.29.247 W076.40.51.671 COLOR_Coastline
N018.15.29.247 W076.40.51.671 N018.15.56.053 W076.41.44.552 COLOR_Coastline
N018.15.56.053 W076.41.44.552 N018.16.09.090 W076.42.46.368 COLOR_Coastline
N018.16.09.090 W076.42.46.368 N018.16.22.860 W076.45.52.696 COLOR_Coastline
N018.16.22.860 W076.45.52.696 N018.16.40.145 W076.46.58.175 COLOR_Coastline
N018.16.40.145 W076.46.58.175 N018.17.00.214 W076.47.32.599 COLOR_Coastline
N018.17.00.214 W076.47.32.599 N018.17.31.415 W076.47.53.985 COLOR_Coastline
N018.17.31.415 W076.47.53.985 N018.19.05.910 W076.48.27.440 COLOR_Coastline
N018.19.05.910 W076.48.27.440 N018.19.40.835 W076.48.45.915 COLOR_Coastline
N018.19.40.835 W076.48.45.915 N018.20.43.608 W076.50.39.158 COLOR_Coastline
N018.20.43.608 W076.50.39.158 N018.22.00.368 W076.52.47.218 COLOR_Coastline
N018.22.00.368 W076.52.47.218 N018.22.35.186 W076.53.27.413 COLOR_Coastline
N018.22.35.186 W076.53.27.413 N018.23.23.808 W076.53.27.296 COLOR_Coastline
N018.23.23.808 W076.53.27.296 N018.24.01.989 W076.53.16.176 COLOR_Coastline
N018.24.01.989 W076.53.16.176 N018.24.33.305 W076.53.41.708 COLOR_Coastline
N018.24.33.305 W076.53.41.708 N018.24.40.339 W076.54.25.626 COLOR_Coastline
N018.24.40.339 W076.54.25.626 N018.24.43.904 W076.55.13.218 COLOR_Coastline
N018.24.43.904 W076.55.13.218 N018.24.37.062 W076.56.11.815 COLOR_Coastline
N018.24.37.062 W076.56.11.815 N018.24.16.151 W076.56.53.341 COLOR_Coastline
N018.24.16.151 W076.56.53.341 N018.24.07.508 W077.00.26.329 COLOR_Coastline
N018.24.07.508 W077.00.26.329 N018.24.14.833 W077.01.08.956 COLOR_Coastline
N018.24.14.833 W077.01.08.956 N018.24.48.524 W077.02.24.102 COLOR_Coastline
N018.24.48.524 W077.02.24.102 N018.24.58.778 W077.03.07.169 COLOR_Coastline
N018.24.58.778 W077.03.07.169 N018.24.48.085 W077.04.13.233 COLOR_Coastline
N018.24.48.085 W077.04.13.233 N018.24.28.309 W077.06.17.013 COLOR_Coastline
N018.24.28.309 W077.06.17.013 N018.24.32.118 W077.08.14.493 COLOR_Coastline
N018.24.32.118 W077.08.14.493 N018.24.43.544 W077.08.33.243 COLOR_Coastline
N018.24.43.544 W077.08.33.243 N018.25.34.374 W077.09.33.888 COLOR_Coastline
N018.25.34.374 W077.09.33.888 N018.25.45.799 W077.09.53.809 COLOR_Coastline
N018.25.45.799 W077.09.53.809 N018.26.12.606 W077.12.34.649 COLOR_Coastline
N018.26.12.606 W077.12.34.649 N018.26.05.868 W077.12.31.866 COLOR_Coastline
N018.26.05.868 W077.12.31.866 N018.25.54.442 W077.12.43.292 COLOR_Coastline
N018.25.54.442 W077.12.43.292 N018.25.45.653 W077.13.02.774 COLOR_Coastline
N018.25.45.653 W077.13.02.774 N018.25.45.799 W077.13.23.868 COLOR_Coastline
N018.25.45.799 W077.13.23.868 N018.26.01.180 W077.13.41.300 COLOR_Coastline
N018.26.01.180 W077.13.41.300 N018.26.45.712 W077.13.54.630 COLOR_Coastline
N018.26.45.712 W077.13.54.630 N018.27.01.825 W077.14.10.743 COLOR_Coastline
N018.27.01.825 W077.14.10.743 N018.27.33.758 W077.16.21.407 COLOR_Coastline
N018.27.33.758 W077.16.21.407 N018.27.54.120 W077.19.31.104 COLOR_Coastline
N018.27.54.120 W077.19.31.104 N018.27.54.559 W077.22.35.528 COLOR_Coastline
N018.27.54.559 W077.22.35.528 N018.27.26.434 W077.24.29.786 COLOR_Coastline
N018.27.26.434 W077.24.29.786 N018.28.09.208 W077.25.43.907 COLOR_Coastline
N018.28.09.208 W077.25.43.907 N018.28.31.180 W077.27.17.950 COLOR_Coastline
N018.28.31.180 W077.27.17.950 N018.28.48.758 W077.31.27.413 COLOR_Coastline
N018.28.48.758 W077.31.27.413 N018.29.24.647 W077.34.02.100 COLOR_Coastline
N018.29.24.647 W077.34.02.100 N018.29.30.946 W077.39.52.345 COLOR_Coastline
N018.29.30.946 W077.39.52.345 N018.30.24.120 W077.44.07.960 COLOR_Coastline
N018.30.24.120 W077.44.07.960 N018.31.24.325 W077.48.57.852 COLOR_Coastline
N018.31.24.325 W077.48.57.852 N018.31.30.331 W077.51.42.794 COLOR_Coastline
N018.31.30.331 W077.51.42.794 N018.31.07.626 W077.54.08.399 COLOR_Coastline
N018.31.07.626 W077.54.08.399 N018.30.40.233 W077.55.11.974 COLOR_Coastline
N018.30.40.233 W077.55.11.974 N018.30.07.274 W077.55.49.034 COLOR_Coastline
N018.30.07.274 W077.55.49.034 N018.28.27.958 W077.57.10.626 COLOR_Coastline
N018.28.27.958 W077.57.10.626 N018.27.50.751 W077.57.32.891 COLOR_Coastline
N018.27.50.751 W077.57.32.891 N018.27.23.212 W077.57.31.866 COLOR_Coastline
N018.27.23.212 W077.57.31.866 N018.26.59.628 W077.57.35.382 COLOR_Coastline
N018.26.59.628 W077.57.35.382 N018.26.35.018 W077.58.11.856 COLOR_Coastline
N018.26.35.018 W077.58.11.856 N018.26.28.866 W077.58.52.872 COLOR_Coastline
N018.26.28.866 W077.58.52.872 N018.26.38.387 W077.59.32.716 COLOR_Coastline
N018.26.38.387 W077.59.32.716 N018.26.48.055 W078.00.00.548 COLOR_Coastline
N018.26.48.055 W078.00.00.548 N018.27.01.825 W078.00.39.513 COLOR_Coastline
N018.27.01.825 W078.00.39.513 N018.27.02.264 W078.01.57.149 COLOR_Coastline
N018.27.02.264 W078.01.57.149 N018.26.35.018 W078.05.50.059 COLOR_Coastline
N018.26.35.018 W078.05.50.059 N018.26.50.399 W078.07.11.944 COLOR_Coastline
N018.26.50.399 W078.07.11.944 N018.27.13.837 W078.08.18.741 COLOR_Coastline
N018.27.13.837 W078.08.18.741 N018.27.12.665 W078.09.15.870 COLOR_Coastline
N018.27.12.665 W078.09.15.870 N018.26.12.606 W078.10.09.337 COLOR_Coastline
N018.26.12.606 W078.10.09.337 N018.27.19.696 W078.11.41.915 COLOR_Coastline
N018.27.19.696 W078.11.41.915 N018.26.39.266 W078.13.50.235 COLOR_Coastline
N018.26.39.266 W078.13.50.235 N018.25.02.587 W078.15.40.684 COLOR_Coastline
N018.25.02.587 W078.15.40.684 N018.23.20.633 W078.16.17.891 COLOR_Coastline
N018.23.20.633 W078.16.17.891 N018.23.39.676 W078.17.18.243 COLOR_Coastline
N018.23.39.676 W078.17.18.243 N018.23.10.965 W078.17.55.304 COLOR_Coastline
N018.23.10.965 W078.17.55.304 N018.22.28.778 W078.18.23.868 COLOR_Coastline
N018.22.28.778 W078.18.23.868 N018.22.06.952 W078.18.59.024 COLOR_Coastline
N018.22.06.952 W078.18.59.024 N018.22.02.557 W078.19.54.981 COLOR_Coastline
N018.22.02.557 W078.19.54.981 N018.21.48.348 W078.20.07.579 COLOR_Coastline
N018.21.48.348 W078.20.07.579 N018.21.21.249 W078.20.10.655 COLOR_Coastline
N018.21.21.249 W078.20.10.655 N018.20.38.622 W078.20.38.048 COLOR_Coastline
N018.20.38.622 W078.20.38.048 N018.20.07.860 W078.20.44.932 COLOR_Coastline
N018.20.07.860 W078.20.44.932 N018.18.19.315 W078.20.39.806 COLOR_Coastline
N018.18.19.315 W078.20.39.806 N018.17.32.001 W078.20.50.352 COLOR_Coastline
N018.17.32.001 W078.20.50.352 N018.17.01.825 W078.21.15.548 COLOR_Coastline
N018.17.01.825 W078.21.15.548 N018.16.25.936 W078.22.08.868 COLOR_Coastline
N018.16.25.936 W078.22.08.868 N018.15.56.053 W078.22.28.790 COLOR_Coastline
N018.15.56.053 W078.22.28.790 N018.14.53.212 W078.22.12.970 COLOR_Coastline
N018.14.53.212 W078.22.12.970 N018.13.57.840 W078.21.27.852 COLOR_Coastline
N018.13.57.840 W078.21.27.852 N018.13.18.729 W078.20.26.622 COLOR_Coastline
N018.13.18.729 W078.20.26.622 N018.13.03.788 W078.19.23.341 COLOR_Coastline
N018.13.03.788 W078.19.23.341 N018.12.56.317 W078.18.21.231 COLOR_Coastline
N018.12.56.317 W078.18.21.231 N018.12.22.479 W078.16.30.489 COLOR_Coastline
N018.12.22.479 W078.16.30.489 N018.12.14.715 W078.15.40.099 COLOR_Coastline
N018.12.14.715 W078.15.40.099 N018.12.09.442 W078.15.31.163 COLOR_Coastline
N018.12.09.442 W078.15.31.163 N018.11.35.458 W078.14.02.540 COLOR_Coastline
N018.11.35.458 W078.14.02.540 N018.11.30.624 W078.13.38.224 COLOR_Coastline
N018.11.30.624 W078.13.38.224 N018.11.45.126 W078.13.10.538 COLOR_Coastline
N018.11.45.126 W078.13.10.538 N018.12.14.715 W078.12.36.700 COLOR_Coastline
N018.12.14.715 W078.12.36.700 N018.12.14.130 W078.11.37.520 COLOR_Coastline
N018.12.14.130 W078.11.37.520 N018.11.48.055 W078.08.55.655 COLOR_Coastline
N018.11.48.055 W078.08.55.655 N018.11.54.354 W078.04.30.665 COLOR_Coastline
N018.11.54.354 W078.04.30.665 N018.11.06.454 W078.03.01.016 COLOR_Coastline
N018.11.06.454 W078.03.01.016 N018.08.55.936 W078.01.53.341 COLOR_Coastline
N018.08.55.936 W078.01.53.341 N018.07.30.682 W078.01.31.368 COLOR_Coastline
N018.07.30.682 W078.01.31.368 N018.06.47.176 W078.01.14.083 COLOR_Coastline
N018.06.47.176 W078.01.14.083 N018.06.28.280 W078.00.51.817 COLOR_Coastline
N018.06.28.280 W078.00.51.817 N018.06.21.102 W078.00.23.106 COLOR_Coastline
N018.06.21.102 W078.00.23.106 N018.06.03.671 W077.59.47.218 COLOR_Coastline
N018.06.03.671 W077.59.47.218 N018.05.43.309 W077.59.16.309 COLOR_Coastline
N018.05.43.309 W077.59.16.309 N018.05.04.051 W077.58.47.891 COLOR_Coastline
N018.05.04.051 W077.58.47.891 N018.01.55.819 W077.57.22.638 COLOR_Coastline
N018.01.55.819 W077.57.22.638 N018.01.35.458 W077.56.25.216 COLOR_Coastline
N018.01.35.458 W077.56.25.216 N018.01.33.407 W077.52.15.606 COLOR_Coastline
N018.01.33.407 W077.52.15.606 N018.01.01.327 W077.50.44.054 COLOR_Coastline
N018.01.01.327 W077.50.44.054 N017.59.45.008 W077.50.21.641 COLOR_Coastline
N017.59.45.008 W077.50.21.641 N017.58.14.188 W077.50.28.087 COLOR_Coastline
N017.58.14.188 W077.50.28.087 N017.56.58.602 W077.50.22.813 COLOR_Coastline
N017.56.58.602 W077.50.22.813 N017.56.43.075 W077.50.02.599 COLOR_Coastline
N017.56.43.075 W077.50.02.599 N017.56.21.102 W077.48.58.145 COLOR_Coastline
N017.56.21.102 W077.48.58.145 N017.55.58.251 W077.48.44.522 COLOR_Coastline
N017.55.58.251 W077.48.44.522 N017.55.29.100 W077.48.37.052 COLOR_Coastline
N017.55.29.100 W077.48.37.052 N017.53.56.815 W077.47.59.698 COLOR_Coastline
N017.53.56.815 W077.47.59.698 N017.53.29.569 W077.47.44.024 COLOR_Coastline
N017.53.29.569 W077.47.44.024 N017.53.05.839 W077.47.12.237 COLOR_Coastline
N017.53.05.839 W077.47.12.237 N017.52.05.926 W077.45.05.528 COLOR_Coastline
N017.52.05.926 W077.45.05.528 N017.51.17.294 W077.43.50.528 COLOR_Coastline
N017.51.17.294 W077.43.50.528 N017.51.12.899 W077.43.25.919 COLOR_Coastline
N017.51.12.899 W077.43.25.919 N017.51.39.559 W077.35.18.126 COLOR_Coastline
N017.51.39.559 W077.35.18.126 N017.51.14.364 W077.32.43.731 COLOR_Coastline
N017.51.14.364 W077.32.43.731 N017.50.31.005 W077.30.06.554 COLOR_Coastline
N017.50.31.005 W077.30.06.554 N017.50.37.450 W077.28.50.235 COLOR_Coastline
N017.50.37.450 W077.28.50.235 N017.51.26.669 W077.27.34.063 COLOR_Coastline
N017.51.26.669 W077.27.34.063 N017.51.52.743 W077.26.27.706 COLOR_Coastline
N017.51.52.743 W077.26.27.706 N017.51.42.196 W077.25.03.770 COLOR_Coastline
N017.51.42.196 W077.25.03.770 N017.51.14.217 W077.23.44.229 COLOR_Coastline
N017.51.14.217 W077.23.44.229 N017.48.44.803 W077.19.15.138 COLOR_Coastline
N017.48.44.803 W077.19.15.138 N017.47.27.020 W077.18.10.391 COLOR_Coastline
N017.47.27.020 W077.18.10.391 N017.43.00.126 W077.12.57.794 COLOR_Coastline
N017.43.00.126 W077.12.57.794 N017.42.29.510 W077.11.51.290 COLOR_Coastline
N017.42.29.510 W077.11.51.290 N017.42.15.008 W077.10.44.200 COLOR_Coastline
N017.42.15.008 W077.10.44.200 N017.42.11.493 W077.09.29.200 COLOR_Coastline
N017.42.11.493 W077.09.29.200 N017.42.37.567 W077.08.01.163 COLOR_Coastline
N017.42.37.567 W077.08.01.163 N017.43.39.676 W077.07.50.177 COLOR_Coastline
N017.43.39.676 W077.07.50.177 N017.45.55.028 W077.08.26.651 COLOR_Coastline
N017.45.55.028 W077.08.26.651 N017.45.33.934 W077.09.39.161 COLOR_Coastline
N017.45.33.934 W077.09.39.161 N017.45.28.368 W077.10.49.181 COLOR_Coastline
N017.45.28.368 W077.10.49.181 N017.45.42.430 W077.11.55.977 COLOR_Coastline
N017.45.42.430 W077.11.55.977 N017.46.19.637 W077.12.59.259 COLOR_Coastline
N017.46.19.637 W077.12.59.259 N017.46.47.469 W077.12.24.395 COLOR_Coastline
N017.46.47.469 W077.12.24.395 N017.47.00.214 W077.11.46.895 COLOR_Coastline
N017.47.00.214 W077.11.46.895 N017.46.58.456 W077.11.08.224 COLOR_Coastline
N017.46.58.456 W077.11.08.224 N017.46.41.756 W077.10.29.698 COLOR_Coastline
N017.46.41.756 W077.10.29.698 N017.47.04.608 W077.10.38.487 COLOR_Coastline
N017.47.04.608 W077.10.38.487 N017.47.41.083 W077.10.44.786 COLOR_Coastline
N017.47.41.083 W077.10.44.786 N017.47.59.979 W077.10.54.161 COLOR_Coastline
N017.47.59.979 W077.10.54.161 N017.48.10.526 W077.10.27.794 COLOR_Coastline
N017.48.10.526 W077.10.27.794 N017.48.37.040 W077.09.42.091 COLOR_Coastline
N017.48.37.040 W077.09.42.091 N017.48.47.001 W077.09.15.870 COLOR_Coastline
N017.48.47.001 W077.09.15.870 N017.50.26.756 W077.09.43.116 COLOR_Coastline
N017.50.26.756 W077.09.43.116 N017.50.59.549 W077.09.29.085 COLOR_Coastline
N017.50.59.549 W077.09.29.085 N017.52.52.082 W077.08.29.947 COLOR_Coastline
N017.52.52.082 W077.08.29.947 N017.53.37.692 W077.07.08.794 COLOR_Coastline
N017.53.37.692 W077.07.08.794 N017.54.08.973 W077.05.34.825 COLOR_Coastline
N017.54.08.973 W077.05.34.825 N017.53.58.133 W077.03.51.114 COLOR_Coastline
N017.53.58.133 W077.03.51.114 N017.53.41.874 W077.03.07.169 COLOR_Coastline
N017.53.41.874 W077.03.07.169 N017.53.13.749 W077.02.29.376 COLOR_Coastline
N017.53.13.749 W077.02.29.376 N017.52.11.346 W077.01.40.743 COLOR_Coastline
N017.52.11.346 W077.01.40.743 N017.51.38.973 W077.01.01.925 COLOR_Coastline
N017.51.38.973 W077.01.01.925 N017.51.14.364 W077.02.17.950 COLOR_Coastline
N017.51.14.364 W077.02.17.950 N017.50.47.704 W077.02.17.950 COLOR_Coastline
N017.50.47.704 W077.02.17.950 N017.50.47.704 W076.58.59.024 COLOR_Coastline
N017.50.47.704 W076.58.59.024 N017.50.32.762 W076.58.19.474 COLOR_Coastline
N017.50.32.762 W076.58.19.474 N017.50.14.012 W076.57.50.470 COLOR_Coastline
N017.50.14.012 W076.57.50.470 N017.50.00.389 W076.57.19.122 COLOR_Coastline
N017.50.00.389 W076.57.19.122 N017.50.00.829 W076.56.31.661 COLOR_Coastline
N017.50.00.829 W076.56.31.661 N017.50.35.985 W076.55.33.946 COLOR_Coastline
N017.50.35.985 W076.55.33.946 N017.51.40.635 W076.54.46.181 COLOR_Coastline
N017.51.40.635 W076.54.46.181 N017.55.18.052 W076.53.41.798 COLOR_Coastline
N017.55.18.052 W076.53.41.798 N017.56.40.209 W076.53.27.735 COLOR_Coastline
N017.56.40.209 W076.53.27.735 N017.57.06.682 W076.53.13.763 COLOR_Coastline
N017.57.06.682 W076.53.13.763 N017.57.01.257 W076.52.26.416 COLOR_Coastline
N017.57.01.257 W076.52.26.416 N017.57.28.979 W076.52.12.622 COLOR_Coastline
N017.57.28.979 W076.52.12.622 N017.58.17.033 W076.51.27.938 COLOR_Coastline
N017.58.17.033 W076.51.27.938 N017.58.55.086 W076.51.11.048 COLOR_Coastline
N017.58.55.086 W076.51.11.048 N017.59.32.195 W076.50.59.883 COLOR_Coastline
N017.59.32.195 W076.50.59.883 N017.59.10.891 W076.50.12.584 COLOR_Coastline
N017.59.10.891 W076.50.12.584 N017.58.30.983 W076.49.08.601 COLOR_Coastline
N017.58.30.983 W076.49.08.601 N017.57.48.311 W076.47.53.390 COLOR_Coastline
N017.57.48.311 W076.47.53.390 N017.57.49.872 W076.46.39.571 COLOR_Coastline
N017.57.49.872 W076.46.39.571 N017.57.48.407 W076.44.50.880 COLOR_Coastline
N017.57.48.407 W076.44.50.880 N017.57.38.153 W076.44.03.712 COLOR_Coastline
N017.57.38.153 W076.44.03.712 N017.57.21.454 W076.43.45.548 COLOR_Coastline
N017.57.21.454 W076.43.45.548 N017.56.58.602 W076.43.20.645 COLOR_Coastline
N017.56.58.602 W076.43.20.645 N017.56.36.337 W076.49.56.153 COLOR_Coastline
N017.56.36.337 W076.49.56.153 N017.56.11.727 W076.49.56.153 COLOR_Coastline
N017.56.11.727 W076.49.56.153 N017.56.05.282 W076.46.48.360 COLOR_Coastline
N017.56.05.282 W076.46.48.360 N017.56.11.727 W076.45.52.696 COLOR_Coastline
N017.56.11.727 W076.45.52.696 N017.56.41.171 W076.43.42.325 COLOR_Coastline
N017.56.41.171 W076.43.42.325 N017.56.45.419 W076.42.27.618 COLOR_Coastline
N017.56.45.419 W076.42.27.618 N017.56.24.032 W076.41.32.247 COLOR_Coastline
N017.56.24.032 W076.41.32.247 N017.56.09.676 W076.41.05.294 COLOR_Coastline
N017.56.09.676 W076.41.05.294 N017.55.44.921 W076.39.17.188 COLOR_Coastline
N017.55.44.921 W076.39.17.188 N017.55.26.024 W076.38.54.923 COLOR_Coastline
N017.55.26.024 W076.38.54.923 N017.55.02.001 W076.38.38.224 COLOR_Coastline
N017.55.02.001 W076.38.38.224 N017.54.41.786 W076.38.18.888 COLOR_Coastline
N017.54.41.786 W076.38.18.888 N017.54.33.290 W076.37.49.884 COLOR_Coastline
N017.54.33.290 W076.37.49.884 N017.54.18.055 W076.37.21.759 COLOR_Coastline
N017.54.18.055 W076.37.21.759 N017.53.42.313 W076.37.10.919 COLOR_Coastline
N017.53.42.313 W076.37.10.919 N017.53.00.712 W076.37.03.595 COLOR_Coastline
N017.53.00.712 W076.37.03.595 N017.52.28.192 W076.36.47.335 COLOR_Coastline
N017.52.28.192 W076.36.47.335 N017.52.03.436 W076.36.09.981 COLOR_Coastline
N017.52.03.436 W076.36.09.981 N017.51.59.774 W076.35.40.538 COLOR_Coastline
N017.51.59.774 W076.35.40.538 N017.52.04.755 W076.35.13.438 COLOR_Coastline
N017.52.04.755 W076.35.13.438 N017.52.05.926 W076.34.44.434 COLOR_Coastline
N017.52.05.926 W076.34.44.434 N017.51.36.923 W076.31.24.776 COLOR_Coastline
N017.51.36.923 W076.31.24.776 N017.52.00.360 W076.26.41.768 COLOR_Coastline
N017.52.00.360 W076.26.41.768 N017.52.39.032 W076.24.53.663 COLOR_Coastline
N017.52.39.032 W076.24.53.663 N017.52.22.772 W076.23.47.599 COLOR_Coastline
N017.52.22.772 W076.23.47.599 N017.51.54.208 W076.22.42.706 COLOR_Coastline
N017.51.54.208 W076.22.42.706 N017.51.38.973 W076.21.46.895 COLOR_Coastline
N017.51.38.973 W076.21.46.895 N017.51.57.137 W076.20.44.200 COLOR_Coastline
N017.51.57.137 W076.20.44.200 N017.53.19.169 W076.19.46.485 COLOR_Coastline
N017.53.19.169 W076.19.46.485 N017.53.41.874 W076.18.41.446 COLOR_Coastline
N017.53.41.874 W076.18.41.446 N017.52.57.782 W076.18.55.509 COLOR_Coastline
N017.52.57.782 W076.18.55.509 N017.52.45.477 W076.19.05.616 COLOR_Coastline
N017.52.45.477 W076.19.05.616 N017.52.28.192 W076.19.30.665 COLOR_Coastline
N017.52.28.192 W076.19.30.665 N017.52.12.372 W076.18.26.505 COLOR_Coastline
N017.52.12.372 W076.18.26.505 N017.52.33.173 W076.17.11.358 COLOR_Coastline
N017.52.33.173 W076.17.11.358 N017.53.41.874 W076.15.00.255 COLOR_Coastline
N017.53.41.874 W076.15.00.255 N017.54.26.698 W076.11.54.220 COLOR_Coastline
N017.54.26.698 W076.11.54.220 N017.54.55.702 W076.11.16.720 COLOR_Coastline
N017.54.55.702 W076.11.16.720 N017.56.05.868 W076.12.54.864 COLOR_Coastline
N017.56.05.868 W076.12.54.864 N017.57.14.130 W076.14.02.540 COLOR_Coastline
N017.57.14.130 W076.14.02.540 N017.58.40.262 W076.14.55.567 COLOR_Coastline
N017.58.40.262 W076.14.55.567 N017.59.46.766 W076.15.24.425 COLOR_Coastline
N017.59.46.766 W076.15.24.425 N018.00.44.481 W076.15.49.474 COLOR_Coastline
N018.31.56.698 W087.19.52.345 N018.28.39.969 W087.20.14.903 COLOR_Coastline
N018.28.39.969 W087.20.14.903 N018.27.08.417 W087.20.37.022 COLOR_Coastline
N018.27.08.417 W087.20.37.022 N018.26.33.260 W087.20.55.479 COLOR_Coastline
N018.26.33.260 W087.20.55.479 N018.25.45.799 W087.21.30.636 COLOR_Coastline
N018.25.45.799 W087.21.30.636 N018.24.36.952 W087.22.32.306 COLOR_Coastline
N018.24.36.952 W087.22.32.306 N018.24.08.973 W087.22.45.929 COLOR_Coastline
N018.24.08.973 W087.22.45.929 N018.24.08.973 W087.22.23.516 COLOR_Coastline
N018.24.08.973 W087.22.23.516 N018.27.15.741 W087.20.04.210 COLOR_Coastline
N018.27.15.741 W087.20.04.210 N018.29.21.278 W087.19.19.532 COLOR_Coastline
N018.29.21.278 W087.19.19.532 N018.31.57.723 W087.19.41.358 COLOR_Coastline
N018.31.57.723 W087.19.41.358 N018.34.01.942 W087.18.36.466 COLOR_Coastline
N018.34.01.942 W087.18.36.466 N018.33.30.301 W087.19.06.495 COLOR_Coastline
N018.33.30.301 W087.19.06.495 N018.32.59.247 W087.19.27.589 COLOR_Coastline
N018.32.59.247 W087.19.27.589 N018.32.28.485 W087.19.41.358 COLOR_Coastline
N018.32.28.485 W087.19.41.358 N018.31.56.698 W087.19.52.345 COLOR_Coastline
N018.44.18.641 W087.16.08.956 N018.39.25.087 W087.15.31.016 COLOR_Coastline
N018.39.25.087 W087.15.31.016 N018.37.43.133 W087.15.46.544 COLOR_Coastline
N018.37.43.133 W087.15.46.544 N018.39.03.114 W087.14.59.522 COLOR_Coastline
N018.39.03.114 W087.14.59.522 N018.40.34.374 W087.14.53.370 COLOR_Coastline
N018.40.34.374 W087.14.53.370 N018.43.27.372 W087.15.19.737 COLOR_Coastline
N018.43.27.372 W087.15.19.737 N018.44.18.641 W087.16.08.956 COLOR_Coastline
N018.43.27.372 W064.20.11.534 N018.42.04.462 W064.16.46.309 COLOR_Coastline
N018.42.04.462 W064.16.46.309 N018.42.02.411 W064.16.14.669 COLOR_Coastline
N018.42.02.411 W064.16.14.669 N018.44.02.674 W064.17.06.231 COLOR_Coastline
N018.44.02.674 W064.17.06.231 N018.44.46.473 W064.19.13.087 COLOR_Coastline
N018.44.46.473 W064.19.13.087 N018.44.40.907 W064.24.30.811 COLOR_Coastline
N018.44.40.907 W064.24.30.811 N018.43.55.497 W064.23.55.216 COLOR_Coastline
N018.43.55.497 W064.23.55.216 N018.43.34.110 W064.22.49.884 COLOR_Coastline
N018.43.34.110 W064.22.49.884 N018.43.27.372 W064.20.11.534 COLOR_Coastline
N018.52.42.548 W073.15.31.163 N018.51.05.428 W073.14.18.653 COLOR_Coastline
N018.51.05.428 W073.14.18.653 N018.50.11.815 W073.12.52.520 COLOR_Coastline
N018.50.11.815 W073.12.52.520 N018.48.49.051 W073.07.32.013 COLOR_Coastline
N018.48.49.051 W073.07.32.013 N018.45.34.520 W073.02.14.727 COLOR_Coastline
N018.45.34.520 W073.02.14.727 N018.45.07.714 W073.00.19.591 COLOR_Coastline
N018.45.07.714 W073.00.19.591 N018.44.59.657 W072.58.30.020 COLOR_Coastline
N018.44.59.657 W072.58.30.020 N018.43.51.688 W072.53.09.220 COLOR_Coastline
N018.43.51.688 W072.53.09.220 N018.43.46.708 W072.51.48.067 COLOR_Coastline
N018.43.46.708 W072.51.48.067 N018.43.39.676 W072.51.20.528 COLOR_Coastline
N018.43.39.676 W072.51.20.528 N018.43.13.895 W072.50.49.766 COLOR_Coastline
N018.43.13.895 W072.50.49.766 N018.42.09.296 W072.50.17.540 COLOR_Coastline
N018.42.09.296 W072.50.17.540 N018.41.47.176 W072.49.52.052 COLOR_Coastline
N018.41.47.176 W072.49.52.052 N018.42.02.411 W072.49.13.673 COLOR_Coastline
