[GEO] Natural Earth 10m Coastline
N018.42.02.411 W072.49.13.673 N018.43.13.456 W072.48.31.485 COLOR_Coastline
N018.43.13.456 W072.48.31.485 N018.44.44.423 W072.48.21.231 COLOR_Coastline
N018.44.44.423 W072.48.21.231 N018.46.17.294 W072.48.34.122 COLOR_Coastline
N018.46.17.294 W072.48.34.122 N018.47.35.223 W072.49.01.368 COLOR_Coastline
N018.47.35.223 W072.49.01.368 N018.49.37.538 W072.50.45.958 COLOR_Coastline
N018.49.37.538 W072.50.45.958 N018.51.19.637 W072.55.02.013 COLOR_Coastline
N018.51.19.637 W072.55.02.013 N018.53.31.327 W072.59.36.231 COLOR_Coastline
N018.53.31.327 W072.59.36.231 N018.54.47.938 W073.03.42.911 COLOR_Coastline
N018.54.47.938 W073.03.42.911 N018.58.07.303 W073.12.02.862 COLOR_Coastline
N018.58.07.303 W073.12.02.862 N018.58.16.532 W073.13.28.116 COLOR_Coastline
N018.58.16.532 W073.13.28.116 N018.58.06.278 W073.14.45.460 COLOR_Coastline
N018.58.06.278 W073.14.45.460 N018.57.39.032 W073.15.58.849 COLOR_Coastline
N018.57.39.032 W073.15.58.849 N018.56.58.895 W073.17.01.837 COLOR_Coastline
N018.56.58.895 W073.17.01.837 N018.56.11.434 W073.17.46.368 COLOR_Coastline
N018.56.11.434 W073.17.46.368 N018.55.31.883 W073.17.58.673 COLOR_Coastline
N018.55.31.883 W073.17.58.673 N018.54.52.186 W073.17.47.540 COLOR_Coastline
N018.54.52.186 W073.17.47.540 N018.54.15.126 W073.17.23.663 COLOR_Coastline
N018.54.15.126 W073.17.23.663 N018.53.43.778 W073.16.57.296 COLOR_Coastline
N018.53.43.778 W073.16.57.296 N018.53.27.958 W073.16.38.399 COLOR_Coastline
N018.53.27.958 W073.16.38.399 N018.52.42.548 W073.15.31.163 COLOR_Coastline
N019.21.17.587 W081.08.09.952 N019.21.18.173 W081.09.28.028 COLOR_Coastline
N019.21.18.173 W081.09.28.028 N019.20.52.977 W081.12.42.559 COLOR_Coastline
N019.20.52.977 W081.12.42.559 N019.21.05.575 W081.13.53.604 COLOR_Coastline
N019.21.05.575 W081.13.53.604 N019.21.58.602 W081.16.05.294 COLOR_Coastline
N019.21.58.602 W081.16.05.294 N019.22.06.512 W081.17.10.626 COLOR_Coastline
N019.22.06.512 W081.17.10.626 N019.21.22.567 W081.16.50.704 COLOR_Coastline
N019.21.22.567 W081.16.50.704 N019.21.06.747 W081.16.40.450 COLOR_Coastline
N019.21.06.747 W081.16.40.450 N019.20.52.977 W081.16.23.897 COLOR_Coastline
N019.20.52.977 W081.16.23.897 N019.20.38.622 W081.16.40.743 COLOR_Coastline
N019.20.38.622 W081.16.40.743 N019.20.28.954 W081.16.39.718 COLOR_Coastline
N019.20.28.954 W081.16.39.718 N019.20.18.846 W081.16.30.782 COLOR_Coastline
N019.20.18.846 W081.16.30.782 N019.20.03.758 W081.16.23.897 COLOR_Coastline
N019.20.03.758 W081.16.23.897 N019.20.30.419 W081.16.46.309 COLOR_Coastline
N019.20.30.419 W081.16.46.309 N019.20.06.981 W081.16.29.610 COLOR_Coastline
N019.20.06.981 W081.16.29.610 N019.19.55.555 W081.16.24.337 COLOR_Coastline
N019.19.55.555 W081.16.24.337 N019.19.39.296 W081.16.23.897 COLOR_Coastline
N019.19.39.296 W081.16.23.897 N019.19.52.919 W081.17.17.071 COLOR_Coastline
N019.19.52.919 W081.17.17.071 N019.20.03.758 W081.17.37.725 COLOR_Coastline
N019.20.03.758 W081.17.37.725 N019.19.14.247 W081.18.04.532 COLOR_Coastline
N019.19.14.247 W081.18.04.532 N019.18.32.597 W081.18.12.592 COLOR_Coastline
N019.18.32.597 W081.18.12.592 N019.18.08.102 W081.19.20.778 COLOR_Coastline
N019.18.08.102 W081.19.20.778 N019.18.07.612 W081.20.58.985 COLOR_Coastline
N019.18.07.612 W081.20.58.985 N019.19.11.804 W081.21.50.562 COLOR_Coastline
N019.19.11.804 W081.21.50.562 N019.20.24.374 W081.21.38.124 COLOR_Coastline
N019.20.24.374 W081.21.38.124 N019.21.32.697 W081.22.08.395 COLOR_Coastline
N019.21.32.697 W081.22.08.395 N019.22.32.943 W081.22.42.908 COLOR_Coastline
N019.22.32.943 W081.22.42.908 N019.23.20.340 W081.22.32.599 COLOR_Coastline
N019.23.20.340 W081.22.32.599 N019.23.41.138 W081.23.38.845 COLOR_Coastline
N019.23.41.138 W081.23.38.845 N019.23.24.764 W081.24.30.047 COLOR_Coastline
N019.23.24.764 W081.24.30.047 N019.22.56.456 W081.24.51.258 COLOR_Coastline
N019.22.56.456 W081.24.51.258 N019.22.12.099 W081.24.59.551 COLOR_Coastline
N019.22.12.099 W081.24.59.551 N019.21.48.131 W081.24.20.946 COLOR_Coastline
N019.21.48.131 W081.24.20.946 N019.21.08.137 W081.23.25.172 COLOR_Coastline
N019.21.08.137 W081.23.25.172 N019.20.19.890 W081.23.07.812 COLOR_Coastline
N019.20.19.890 W081.23.07.812 N019.19.27.520 W081.23.07.535 COLOR_Coastline
N019.19.27.520 W081.23.07.535 N019.18.27.022 W081.23.20.036 COLOR_Coastline
N019.18.27.022 W081.23.20.036 N019.17.46.665 W081.23.32.641 COLOR_Coastline
N019.17.46.665 W081.23.32.641 N019.17.22.422 W081.23.45.329 COLOR_Coastline
N019.17.22.422 W081.23.45.329 N019.16.26.962 W081.23.52.579 COLOR_Coastline
N019.16.26.962 W081.23.52.579 N019.15.49.909 W081.23.14.950 COLOR_Coastline
N019.15.49.909 W081.23.14.950 N019.16.20.223 W081.22.32.599 COLOR_Coastline
N019.16.20.223 W081.22.32.599 N019.16.26.737 W081.21.28.377 COLOR_Coastline
N019.16.26.737 W081.21.28.377 N019.16.23.017 W081.20.28.578 COLOR_Coastline
N019.16.23.017 W081.20.28.578 N019.15.53.417 W081.16.34.884 COLOR_Coastline
N019.15.53.417 W081.16.34.884 N019.15.57.811 W081.15.59.288 COLOR_Coastline
N019.15.57.811 W081.15.59.288 N019.16.44.749 W081.14.55.756 COLOR_Coastline
N019.16.44.749 W081.14.55.756 N019.17.21.243 W081.14.00.448 COLOR_Coastline
N019.17.21.243 W081.14.00.448 N019.17.33.618 W081.12.52.233 COLOR_Coastline
N019.17.33.618 W081.12.52.233 N019.17.46.011 W081.11.35.490 COLOR_Coastline
N019.17.46.011 W081.11.35.490 N019.17.58.428 W081.10.10.214 COLOR_Coastline
N019.17.58.428 W081.10.10.214 N019.17.26.670 W081.08.06.361 COLOR_Coastline
N019.17.26.670 W081.08.06.361 N019.17.43.142 W081.06.24.038 COLOR_Coastline
N019.17.43.142 W081.06.24.038 N019.18.35.736 W081.05.11.711 COLOR_Coastline
N019.18.35.736 W081.05.11.711 N019.20.07.421 W081.05.22.227 COLOR_Coastline
N019.20.07.421 W081.05.22.227 N019.20.50.340 W081.05.58.263 COLOR_Coastline
N019.20.50.340 W081.05.58.263 N019.21.09.969 W081.07.03.155 COLOR_Coastline
N019.21.09.969 W081.07.03.155 N019.21.17.587 W081.08.09.952 COLOR_Coastline
N019.42.14.527 W080.02.16.187 N019.42.02.453 W080.03.43.516 COLOR_Coastline
N019.42.02.453 W080.03.43.516 N019.41.09.345 W080.04.53.556 COLOR_Coastline
N019.41.09.345 W080.04.53.556 N019.40.36.685 W080.05.54.789 COLOR_Coastline
N019.40.36.685 W080.05.54.789 N019.39.31.177 W080.06.47.360 COLOR_Coastline
N019.39.31.177 W080.06.47.360 N019.39.14.474 W080.04.40.686 COLOR_Coastline
N019.39.14.474 W080.04.40.686 N019.41.24.972 W080.00.14.104 COLOR_Coastline
N019.41.24.972 W080.00.14.104 N019.41.50.839 W079.58.40.567 COLOR_Coastline
N019.41.50.839 W079.58.40.567 N019.42.11.493 W079.58.05.411 COLOR_Coastline
N019.42.11.493 W079.58.05.411 N019.42.17.645 W079.57.51.349 COLOR_Coastline
N019.42.17.645 W079.57.51.349 N019.42.51.483 W079.58.51.700 COLOR_Coastline
N019.42.51.483 W079.58.51.700 N019.42.14.224 W080.00.31.451 COLOR_Coastline
N019.42.14.224 W080.00.31.451 N019.42.14.527 W080.02.16.187 COLOR_Coastline
N019.42.16.690 W079.52.18.801 N019.40.46.822 W079.53.37.513 COLOR_Coastline
N019.40.46.822 W079.53.37.513 N019.41.27.300 W079.51.18.002 COLOR_Coastline
N019.41.27.300 W079.51.18.002 N019.42.48.111 W079.46.26.013 COLOR_Coastline
N019.42.48.111 W079.46.26.013 N019.44.13.428 W079.43.35.914 COLOR_Coastline
N019.44.13.428 W079.43.35.914 N019.45.07.567 W079.43.53.458 COLOR_Coastline
N019.45.07.567 W079.43.53.458 N019.45.27.471 W079.44.45.238 COLOR_Coastline
N019.45.27.471 W079.44.45.238 N019.45.07.331 W079.46.08.035 COLOR_Coastline
N019.45.07.331 W079.46.08.035 N019.43.58.176 W079.48.10.215 COLOR_Coastline
N019.43.58.176 W079.48.10.215 N019.42.16.690 W079.52.18.801 COLOR_Coastline
N018.39.23.622 W068.21.22.286 N018.41.22.567 W068.24.48.243 COLOR_Coastline
N018.41.22.567 W068.24.48.243 N018.43.51.688 W068.27.30.841 COLOR_Coastline
N018.43.51.688 W068.27.30.841 N018.44.06.044 W068.27.53.985 COLOR_Coastline
N018.44.06.044 W068.27.53.985 N018.44.24.794 W068.28.38.224 COLOR_Coastline
N018.44.24.794 W068.28.38.224 N018.46.07.919 W068.31.13.790 COLOR_Coastline
N018.46.07.919 W068.31.13.790 N018.48.45.243 W068.34.50.880 COLOR_Coastline
N018.48.45.243 W068.34.50.880 N018.51.42.782 W068.37.24.688 COLOR_Coastline
N018.51.42.782 W068.37.24.688 N018.57.51.923 W068.44.23.048 COLOR_Coastline
N018.57.51.923 W068.44.23.048 N018.58.05.106 W068.44.59.962 COLOR_Coastline
N018.58.05.106 W068.44.59.962 N018.58.10.087 W068.46.04.122 COLOR_Coastline
N018.58.10.087 W068.46.04.122 N018.58.27.665 W068.46.37.081 COLOR_Coastline
N018.58.27.665 W068.46.37.081 N018.58.47.587 W068.47.06.524 COLOR_Coastline
N018.58.47.587 W068.47.06.524 N018.58.51.688 W068.47.12.677 COLOR_Coastline
N018.58.51.688 W068.47.12.677 N018.59.02.821 W068.47.45.196 COLOR_Coastline
N018.59.02.821 W068.47.45.196 N018.59.05.751 W068.49.05.616 COLOR_Coastline
N018.59.05.751 W068.49.05.616 N018.59.31.532 W068.51.14.376 COLOR_Coastline
N018.59.31.532 W068.51.14.376 N018.59.30.360 W068.51.20.968 COLOR_Coastline
N018.59.30.360 W068.51.20.968 N018.59.54.969 W068.52.34.649 COLOR_Coastline
N018.59.54.969 W068.52.34.649 N019.00.07.274 W068.52.49.298 COLOR_Coastline
N019.00.07.274 W068.52.49.298 N019.00.20.897 W068.52.52.227 COLOR_Coastline
N019.00.20.897 W068.52.52.227 N019.00.33.934 W068.52.52.374 COLOR_Coastline
N019.00.33.934 W068.52.52.374 N019.00.43.895 W068.52.59.259 COLOR_Coastline
N019.00.43.895 W068.52.59.259 N019.01.15.243 W068.53.59.317 COLOR_Coastline
N019.01.15.243 W068.53.59.317 N019.01.38.241 W068.55.06.993 COLOR_Coastline
N019.01.38.241 W068.55.06.993 N019.01.52.743 W068.56.22.432 COLOR_Coastline
N019.01.52.743 W068.56.22.432 N019.01.59.335 W068.58.31.485 COLOR_Coastline
N019.01.59.335 W068.58.31.485 N019.01.58.309 W068.58.45.694 COLOR_Coastline
N019.01.58.309 W068.58.45.694 N019.01.43.661 W068.58.57.120 COLOR_Coastline
N019.01.43.661 W068.58.57.120 N019.01.06.454 W068.59.34.766 COLOR_Coastline
N019.01.06.454 W068.59.34.766 N019.00.56.200 W069.00.05.675 COLOR_Coastline
N019.00.56.200 W069.00.05.675 N019.00.55.321 W069.00.38.048 COLOR_Coastline
N019.00.55.321 W069.00.38.048 N019.00.48.290 W069.00.51.231 COLOR_Coastline
N019.00.48.290 W069.00.51.231 N019.00.19.286 W069.00.23.692 COLOR_Coastline
N019.00.19.286 W069.00.23.692 N018.59.50.868 W069.01.05.001 COLOR_Coastline
N018.59.50.868 W069.01.05.001 N018.59.12.342 W069.02.32.891 COLOR_Coastline
N018.59.12.342 W069.02.32.891 N018.58.38.944 W069.03.15.958 COLOR_Coastline
N018.58.38.944 W069.03.15.958 N018.59.17.469 W069.03.40.274 COLOR_Coastline
N018.59.17.469 W069.03.40.274 N018.59.36.805 W069.04.26.856 COLOR_Coastline
N018.59.36.805 W069.04.26.856 N018.59.52.333 W069.05.21.349 COLOR_Coastline
N018.59.52.333 W069.05.21.349 N019.00.19.286 W069.06.10.274 COLOR_Coastline
N019.00.19.286 W069.06.10.274 N019.02.16.034 W069.07.26.007 COLOR_Coastline
N019.02.16.034 W069.07.26.007 N019.03.04.374 W069.08.22.257 COLOR_Coastline
N019.03.04.374 W069.08.22.257 N019.02.46.942 W069.09.26.856 COLOR_Coastline
N019.02.46.942 W069.09.26.856 N019.02.12.079 W069.09.26.417 COLOR_Coastline
N019.02.12.079 W069.09.26.417 N019.01.46.590 W069.08.41.593 COLOR_Coastline
N019.01.46.590 W069.08.41.593 N019.01.20.223 W069.08.19.181 COLOR_Coastline
N019.01.20.223 W069.08.19.181 N019.00.43.895 W069.09.26.856 COLOR_Coastline
N019.00.43.895 W069.09.26.856 N019.00.40.087 W069.10.23.692 COLOR_Coastline
N019.00.40.087 W069.10.23.692 N019.01.15.536 W069.12.42.266 COLOR_Coastline
N019.01.15.536 W069.12.42.266 N019.02.41.522 W069.18.16.544 COLOR_Coastline
N019.02.41.522 W069.18.16.544 N019.02.56.024 W069.20.20.323 COLOR_Coastline
N019.02.56.024 W069.20.20.323 N019.03.11.551 W069.21.21.847 COLOR_Coastline
N019.03.11.551 W069.21.21.847 N019.03.55.350 W069.22.22.638 COLOR_Coastline
N019.03.55.350 W069.22.22.638 N019.05.45.946 W069.23.12.149 COLOR_Coastline
N019.05.45.946 W069.23.12.149 N019.06.30.477 W069.24.16.016 COLOR_Coastline
N019.06.30.477 W069.24.16.016 N019.06.40.145 W069.25.11.974 COLOR_Coastline
N019.06.40.145 W069.25.11.974 N019.06.30.477 W069.28.24.161 COLOR_Coastline
N019.06.30.477 W069.28.24.161 N019.06.05.868 W069.28.24.161 COLOR_Coastline
N019.06.05.868 W069.28.24.161 N019.06.01.034 W069.27.44.317 COLOR_Coastline
N019.06.01.034 W069.27.44.317 N019.05.48.876 W069.27.09.893 COLOR_Coastline
N019.05.48.876 W069.27.09.893 N019.05.32.469 W069.26.41.036 COLOR_Coastline
N019.05.32.469 W069.26.41.036 N019.05.14.452 W069.26.19.063 COLOR_Coastline
N019.05.14.452 W069.26.19.063 N019.05.04.930 W069.27.48.419 COLOR_Coastline
N019.05.04.930 W069.27.48.419 N019.06.07.333 W069.30.37.755 COLOR_Coastline
N019.06.07.333 W069.30.37.755 N019.05.41.258 W069.32.03.302 COLOR_Coastline
N019.05.41.258 W069.32.03.302 N019.06.05.282 W069.33.11.856 COLOR_Coastline
N019.06.05.282 W069.33.11.856 N019.05.36.424 W069.36.30.489 COLOR_Coastline
N019.05.36.424 W069.36.30.489 N019.06.07.040 W069.37.15.167 COLOR_Coastline
N019.06.07.040 W069.37.15.167 N019.06.30.477 W069.37.49.591 COLOR_Coastline
N019.06.30.477 W069.37.49.591 N019.07.25.262 W069.38.00.724 COLOR_Coastline
N019.07.25.262 W069.38.00.724 N019.09.51.454 W069.37.33.770 COLOR_Coastline
N019.09.51.454 W069.37.33.770 N019.12.42.694 W069.37.22.052 COLOR_Coastline
N019.12.42.694 W069.37.22.052 N019.13.30.887 W069.37.02.276 COLOR_Coastline
N019.13.30.887 W069.37.02.276 N019.13.44.364 W069.36.10.567 COLOR_Coastline
N019.13.44.364 W069.36.10.567 N019.12.50.458 W069.28.31.632 COLOR_Coastline
N019.12.50.458 W069.28.31.632 N019.11.47.323 W069.26.18.184 COLOR_Coastline
N019.11.47.323 W069.26.18.184 N019.11.27.548 W069.25.05.235 COLOR_Coastline
N019.11.27.548 W069.25.05.235 N019.11.49.960 W069.19.55.714 COLOR_Coastline
N019.11.49.960 W069.19.55.714 N019.11.00.741 W069.15.13.145 COLOR_Coastline
N019.11.00.741 W069.15.13.145 N019.11.19.198 W069.13.54.483 COLOR_Coastline
N019.11.19.198 W069.13.54.483 N019.12.02.264 W069.12.51.641 COLOR_Coastline
N019.12.02.264 W069.12.51.641 N019.13.01.005 W069.12.09.747 COLOR_Coastline
N019.13.01.005 W069.12.09.747 N019.14.06.190 W069.11.54.220 COLOR_Coastline
N019.14.06.190 W069.11.54.220 N019.15.08.153 W069.11.21.554 COLOR_Coastline
N019.15.08.153 W069.11.21.554 N019.16.04.403 W069.10.16.954 COLOR_Coastline
N019.16.04.403 W069.10.16.954 N019.17.06.366 W069.09.30.079 COLOR_Coastline
N019.17.06.366 W069.09.30.079 N019.18.25.321 W069.09.51.466 COLOR_Coastline
N019.18.25.321 W069.09.51.466 N019.17.53.387 W069.10.56.798 COLOR_Coastline
N019.17.53.387 W069.10.56.798 N019.17.34.051 W069.12.15.606 COLOR_Coastline
N019.17.34.051 W069.12.15.606 N019.17.33.612 W069.13.36.759 COLOR_Coastline
N019.17.33.612 W069.13.36.759 N019.17.58.661 W069.14.48.536 COLOR_Coastline
N019.17.58.661 W069.14.48.536 N019.19.40.614 W069.13.55.509 COLOR_Coastline
N019.19.40.614 W069.13.55.509 N019.21.06.454 W069.13.27.677 COLOR_Coastline
N019.21.06.454 W069.13.27.677 N019.21.48.055 W069.13.52.579 COLOR_Coastline
N019.21.48.055 W069.13.52.579 N019.21.17.587 W069.15.37.755 COLOR_Coastline
N019.21.17.587 W069.15.37.755 N019.19.52.040 W069.18.21.231 COLOR_Coastline
N019.19.52.040 W069.18.21.231 N019.18.54.325 W069.19.27.442 COLOR_Coastline
N019.18.54.325 W069.19.27.442 N019.17.36.249 W069.20.08.165 COLOR_Coastline
N019.17.36.249 W069.20.08.165 N019.18.18.436 W069.21.09.688 COLOR_Coastline
N019.18.18.436 W069.21.09.688 N019.19.39.296 W069.24.38.575 COLOR_Coastline
N019.19.39.296 W069.24.38.575 N019.19.16.005 W069.25.18.126 COLOR_Coastline
N019.19.16.005 W069.25.18.126 N019.19.09.266 W069.25.43.028 COLOR_Coastline
N019.19.09.266 W069.25.43.028 N019.19.26.844 W069.25.54.454 COLOR_Coastline
N019.19.26.844 W069.25.54.454 N019.19.47.645 W069.26.00.313 COLOR_Coastline
N019.19.47.645 W069.26.00.313 N019.19.58.631 W069.26.14.522 COLOR_Coastline
N019.19.58.631 W069.26.14.522 N019.20.03.026 W069.26.34.005 COLOR_Coastline
N019.20.03.026 W069.26.34.005 N019.20.03.758 W069.26.54.952 COLOR_Coastline
N019.20.03.758 W069.26.54.952 N019.19.59.950 W069.27.32.745 COLOR_Coastline
N019.19.59.950 W069.27.32.745 N019.19.39.296 W069.28.59.903 COLOR_Coastline
N019.19.39.296 W069.28.59.903 N019.19.47.206 W069.29.47.218 COLOR_Coastline
N019.19.47.206 W069.29.47.218 N019.20.22.801 W069.31.03.536 COLOR_Coastline
N019.20.22.801 W069.31.03.536 N019.20.30.419 W069.31.40.743 COLOR_Coastline
N019.20.30.419 W069.31.40.743 N019.20.21.923 W069.32.21.905 COLOR_Coastline
N019.20.21.923 W069.32.21.905 N019.19.14.540 W069.34.08.253 COLOR_Coastline
N019.19.14.540 W069.34.08.253 N019.18.46.122 W069.35.21.934 COLOR_Coastline
N019.18.46.122 W069.35.21.934 N019.18.31.620 W069.36.33.712 COLOR_Coastline
N019.18.31.620 W069.36.33.712 N019.18.25.321 W069.39.15.724 COLOR_Coastline
N019.18.25.321 W069.39.15.724 N019.18.13.895 W069.40.27.794 COLOR_Coastline
N019.18.13.895 W069.40.27.794 N019.17.23.065 W069.42.47.540 COLOR_Coastline
N019.17.23.065 W069.42.47.540 N019.17.11.639 W069.44.00.489 COLOR_Coastline
N019.17.11.639 W069.44.00.489 N019.17.59.100 W069.46.03.682 COLOR_Coastline
N019.17.59.100 W069.46.03.682 N019.18.11.698 W069.46.17.306 COLOR_Coastline
N019.18.11.698 W069.46.17.306 N019.19.51.161 W069.48.04.972 COLOR_Coastline
N019.19.51.161 W069.48.04.972 N019.25.31.005 W069.52.04.766 COLOR_Coastline
N019.25.31.005 W069.52.04.766 N019.26.28.133 W069.52.27.765 COLOR_Coastline
N019.26.28.133 W069.52.27.765 N019.27.39.618 W069.52.36.554 COLOR_Coastline
N019.27.39.618 W069.52.36.554 N019.30.23.973 W069.52.35.528 COLOR_Coastline
N019.30.23.973 W069.52.35.528 N019.31.27.840 W069.53.02.921 COLOR_Coastline
N019.31.27.840 W069.53.02.921 N019.31.56.551 W069.54.14.991 COLOR_Coastline
N019.31.56.551 W069.54.14.991 N019.35.14.452 W069.53.15.958 COLOR_Coastline
N019.35.14.452 W069.53.15.958 N019.36.45.858 W069.53.13.907 COLOR_Coastline
N019.36.45.858 W069.53.13.907 N019.38.09.501 W069.53.52.579 COLOR_Coastline
N019.38.09.501 W069.53.52.579 N019.40.12.548 W069.55.55.333 COLOR_Coastline
N019.40.12.548 W069.55.55.333 N019.40.43.163 W069.56.50.118 COLOR_Coastline
N019.40.43.163 W069.56.50.118 N019.40.48.436 W069.57.34.356 COLOR_Coastline
N019.40.48.436 W069.57.34.356 N019.40.39.501 W069.59.12.061 COLOR_Coastline
N019.40.39.501 W069.59.12.061 N019.40.42.430 W070.02.31.573 COLOR_Coastline
N019.40.42.430 W070.02.31.573 N019.40.12.401 W070.03.39.688 COLOR_Coastline
N019.40.12.401 W070.03.39.688 N019.37.59.540 W070.05.51.085 COLOR_Coastline
N019.37.59.540 W070.05.51.085 N019.37.33.319 W070.06.23.165 COLOR_Coastline
N019.37.33.319 W070.06.23.165 N019.37.20.575 W070.06.59.200 COLOR_Coastline
N019.37.20.575 W070.06.59.200 N019.37.19.696 W070.07.53.106 COLOR_Coastline
N019.37.19.696 W070.07.53.106 N019.38.04.813 W070.11.54.806 COLOR_Coastline
N019.38.04.813 W070.11.54.806 N019.38.49.930 W070.14.06.788 COLOR_Coastline
N019.38.49.930 W070.14.06.788 N019.39.06.483 W070.16.50.997 COLOR_Coastline
N019.39.06.483 W070.16.50.997 N019.39.27.577 W070.18.04.825 COLOR_Coastline
N019.39.27.577 W070.18.04.825 N019.39.59.217 W070.19.10.450 COLOR_Coastline
N019.39.59.217 W070.19.10.450 N019.40.39.501 W070.20.10.216 COLOR_Coastline
N019.40.39.501 W070.20.10.216 N019.42.51.044 W070.22.21.759 COLOR_Coastline
N019.42.51.044 W070.22.21.759 N019.46.30.770 W070.26.01.339 COLOR_Coastline
N019.46.30.770 W070.26.01.339 N019.47.12.665 W070.28.21.817 COLOR_Coastline
N019.47.12.665 W070.28.21.817 N019.47.01.971 W070.28.57.999 COLOR_Coastline
N019.47.01.971 W070.28.57.999 N019.46.38.094 W070.29.47.218 COLOR_Coastline
N019.46.38.094 W070.29.47.218 N019.46.09.676 W070.30.30.724 COLOR_Coastline
N019.46.09.676 W070.30.30.724 N019.45.45.506 W070.30.49.181 COLOR_Coastline
N019.45.45.506 W070.30.49.181 N019.45.35.106 W070.31.07.345 COLOR_Coastline
N019.45.35.106 W070.31.07.345 N019.45.36.717 W070.34.44.727 COLOR_Coastline
N019.45.36.717 W070.34.44.727 N019.45.59.569 W070.37.25.274 COLOR_Coastline
N019.45.59.569 W070.37.25.274 N019.46.45.712 W070.39.43.995 COLOR_Coastline
N019.46.45.712 W070.39.43.995 N019.47.48.553 W070.41.54.513 COLOR_Coastline
N019.47.48.553 W070.41.54.513 N019.49.37.538 W070.44.11.622 COLOR_Coastline
N019.49.37.538 W070.44.11.622 N019.50.01.708 W070.45.03.477 COLOR_Coastline
N019.50.01.708 W070.45.03.477 N019.50.02.587 W070.47.19.122 COLOR_Coastline
N019.50.02.587 W070.47.19.122 N019.50.35.985 W070.46.59.932 COLOR_Coastline
N019.50.35.985 W070.46.59.932 N019.51.10.262 W070.47.13.116 COLOR_Coastline
N019.51.10.262 W070.47.13.116 N019.54.09.120 W070.49.51.466 COLOR_Coastline
N019.54.09.120 W070.49.51.466 N019.54.37.245 W070.50.35.704 COLOR_Coastline
N019.54.37.245 W070.50.35.704 N019.54.39.003 W070.51.17.013 COLOR_Coastline
N019.54.39.003 W070.51.17.013 N019.54.15.419 W070.53.03.360 COLOR_Coastline
N019.54.15.419 W070.53.03.360 N019.54.10.438 W070.53.54.630 COLOR_Coastline
N019.54.10.438 W070.53.54.630 N019.54.37.245 W070.56.48.800 COLOR_Coastline
N019.54.37.245 W070.56.48.800 N019.54.17.030 W070.56.40.011 COLOR_Coastline
N019.54.17.030 W070.56.40.011 N019.53.21.512 W070.56.21.993 COLOR_Coastline
N019.53.21.512 W070.56.21.993 N019.53.21.512 W070.56.48.800 COLOR_Coastline
N019.53.21.512 W070.56.48.800 N019.53.48.173 W070.57.58.233 COLOR_Coastline
N019.53.48.173 W070.57.58.233 N019.54.45.594 W070.57.39.776 COLOR_Coastline
N019.54.45.594 W070.57.39.776 N019.55.30.712 W070.58.09.659 COLOR_Coastline
N019.55.30.712 W070.58.09.659 N019.56.01.473 W070.59.05.030 COLOR_Coastline
N019.56.01.473 W070.59.05.030 N019.56.15.682 W071.00.03.184 COLOR_Coastline
N019.56.15.682 W071.00.03.184 N019.56.07.772 W071.01.06.319 COLOR_Coastline
N019.56.07.772 W071.01.06.319 N019.55.12.840 W071.03.03.067 COLOR_Coastline
N019.55.12.840 W071.03.03.067 N019.54.59.657 W071.03.57.852 COLOR_Coastline
N019.54.59.657 W071.03.57.852 N019.54.32.850 W071.04.41.798 COLOR_Coastline
N019.54.32.850 W071.04.41.798 N019.52.34.344 W071.05.48.448 COLOR_Coastline
N019.52.34.344 W071.05.48.448 N019.52.07.684 W071.06.25.362 COLOR_Coastline
N019.52.07.684 W071.06.25.362 N019.52.00.799 W071.07.23.516 COLOR_Coastline
N019.52.00.799 W071.07.23.516 N019.51.49.374 W071.08.11.710 COLOR_Coastline
N019.51.49.374 W071.08.11.710 N019.51.46.883 W071.08.59.024 COLOR_Coastline
N019.51.46.883 W071.08.59.024 N019.52.07.684 W071.09.55.421 COLOR_Coastline
N019.52.07.684 W071.09.55.421 N019.51.43.368 W071.09.43.849 COLOR_Coastline
N019.51.43.368 W071.09.43.849 N019.51.33.993 W071.09.43.263 COLOR_Coastline
N019.51.33.993 W071.09.43.263 N019.51.29.598 W071.09.36.817 COLOR_Coastline
